function,scale,data,algorithm,iteration,dist_y_mean,dist_y_std,dist_x_mean,dist_x_std
Sphere,norm,clean,tpe_gp_w,39,0.38804187358496234,0.5229422505194269,0.4848139975355727,0.3911486435851978
Sphere,norm,clean,tpe_gp_w,40,0.3820530706677029,0.5215397332524795,0.47927686678519704,0.39031622517167713
Sphere,norm,clean,tpe_gp_w,41,0.3700769378839326,0.506785443560608,0.4705285225169665,0.38559025841161126
Sphere,norm,clean,tpe_gp_w,42,0.3611739447794371,0.49696226211638495,0.46449472891039156,0.38133789687611547
Sphere,norm,clean,tpe_gp_w,43,0.3526727570241652,0.4887952428942927,0.4574272309183391,0.37872560705416464
Sphere,norm,clean,tpe_gp_w,44,0.3421387804489779,0.4755625316572983,0.4494023393167773,0.3744012791986507
Sphere,norm,clean,tpe_gp_w,45,0.3308260113322438,0.4689468231859155,0.4399406478303461,0.37051077949077144
Sphere,norm,clean,tpe_gp_w,46,0.3161349504877307,0.4419551192280896,0.43174799583186163,0.36017859262163476
Sphere,norm,clean,tpe_gp_w,47,0.3009388299747422,0.4164338952286682,0.4215828019191815,0.3510082208449174
Sphere,norm,clean,tpe_gp_w,48,0.29411071800409333,0.414193899977128,0.41493411179774997,0.3491996576039354
Sphere,norm,clean,tpe_gp_w,49,0.2743561439056961,0.3964485850447651,0.4001255384481017,0.33801730338447594
Sphere,norm,clean,tpe_gp_w,50,0.2624154799260526,0.37562730333942795,0.39195009468251696,0.32983420563128163
Sphere,norm,clean,tpe_gp_w,51,0.24742201222292656,0.37157794601092287,0.3764726648550029,0.32510051497944337
Sphere,norm,clean,tpe_gp_w,52,0.2392318710057787,0.35946408085212794,0.3703608469256948,0.3194756861957742
Sphere,norm,clean,tpe_gp_w,53,0.23688805192732654,0.3587765977373248,0.36652912547625555,0.32022562687102024
Sphere,norm,clean,tpe_gp_w,54,0.23032019107194956,0.3453077666108983,0.3608141829115153,0.3164384876746903
Sphere,norm,clean,tpe_gp_w,55,0.22012598686486703,0.3254718518763131,0.35322765850641397,0.30879800538692487
Sphere,norm,clean,tpe_gp_w,56,0.21610239095608122,0.3230558081642977,0.34866116139334175,0.30746997494377776
Sphere,norm,clean,tpe_gp_w,57,0.21348861776015696,0.32016319140594535,0.34450937956009176,0.3078991801796127
Sphere,norm,clean,tpe_gp_w,58,0.208676758008658,0.31255335060088646,0.34120910038372204,0.3037319670762185
Sphere,norm,clean,tpe_gp_w,59,0.20175036750138706,0.298281166668774,0.33495688909776594,0.29925616108500414
Sphere,norm,clean,tpe_gp_w,60,0.19568335417344052,0.28507522211801595,0.32886864935635596,0.2958526079722245
Sphere,norm,clean,tpe_gp_w,61,0.18780471486706754,0.2684617506648434,0.3236676830991271,0.288173464747035
Sphere,norm,clean,tpe_gp_w,62,0.18490865865532874,0.2657218531004583,0.3205312271298068,0.2866502940692526
Sphere,norm,clean,tpe_gp_w,63,0.18462783077895462,0.26584817190042725,0.3199667318648277,0.2867910760095162
Sphere,norm,clean,tpe_gp_w,64,0.18131534752745476,0.2618624014157424,0.31727242681004214,0.2839956948855409
Sphere,norm,clean,tpe_gp_w,65,0.1798559459117236,0.2617806966544614,0.31417428109158496,0.2848692103620702
Sphere,norm,clean,tpe_gp_w,66,0.17586859915851158,0.2584506313022372,0.31015395570651216,0.28226427850175173
Sphere,norm,clean,tpe_gp_w,67,0.17314860610043448,0.25608192702123383,0.30711636379478036,0.2807635040205664
Sphere,norm,clean,tpe_gp_w,68,0.16749542617393232,0.24473977839383992,0.3026824996242408,0.2754609420501458
Sphere,norm,clean,tpe_gp_w,69,0.16501099984019146,0.24260311639219873,0.3002044138125979,0.27365728524493177
Sphere,norm,clean,tpe_gp_w,70,0.15856043026863717,0.23413322695227373,0.29409140137016315,0.2684598255023846
Sphere,norm,clean,tpe_gp_w,71,0.15065741363876956,0.2300820945344106,0.284580475226902,0.26395334201028825
Sphere,norm,clean,tpe_gp_w,72,0.14777069769340115,0.2271259586665853,0.28013072734591016,0.263244132489316
Sphere,norm,clean,tpe_gp_w,73,0.1445530060980473,0.22321112051550943,0.2762585344692798,0.2612168222586996
Sphere,norm,clean,tpe_gp_w,74,0.1391015250424752,0.2164929582807424,0.27130682815593754,0.2559182096655878
Sphere,norm,clean,tpe_gp_w,75,0.13821289805314946,0.21672553021635893,0.2691074333466278,0.25650358159437026
Sphere,norm,clean,tpe_gp_w,76,0.1360614776205983,0.2129239814825923,0.2669906885267001,0.2545141447162356
Sphere,norm,clean,tpe_gp_w,77,0.13408410640944063,0.21213064211319185,0.2635967232488473,0.2541670196975037
Sphere,norm,clean,tpe_gp_w,78,0.13080081016037431,0.21100391543172878,0.2573687076372953,0.2540908469218888
Sphere,norm,clean,tpe_gp_w,79,0.13036772249085227,0.21087439790209064,0.25661801872371715,0.2539978640799293
Sphere,norm,clean,tpe_gp_w,80,0.12893145770816306,0.20785107836088013,0.25483287671730137,0.2529657341462431
Sphere,norm,clean,tpe_gp_w,81,0.1271665510312842,0.20748008601610335,0.252211292388276,0.25210318328636744
Sphere,norm,clean,tpe_gp_w,82,0.12603762076850467,0.20632074563481498,0.2504342646440365,0.25163525162565237
Sphere,norm,clean,tpe_gp_w,83,0.12331591482732136,0.20366247288583295,0.2472293981612804,0.24938632583229672
Sphere,norm,clean,tpe_gp_w,84,0.12096167709061795,0.2024105771009573,0.24307997605876733,0.2487444518574979
Sphere,norm,clean,tpe_gp_w,85,0.11997549530158418,0.20282064613157286,0.2398775980564458,0.24986843188417063
Sphere,norm,clean,tpe_gp_w,86,0.11866990577534488,0.2023446805078002,0.23782109490786513,0.2492208510381286
Sphere,norm,clean,tpe_gp_w,87,0.11815917434693878,0.20251966277688538,0.23592160443849486,0.2500003418119766
Sphere,norm,clean,tpe_gp_w,88,0.11734992657041902,0.20226585192125174,0.23477301778058723,0.2494625356493737
Sphere,norm,clean,tpe_gp_w,89,0.1153001869261148,0.20056949735944488,0.23172763096266494,0.2481984930948328
Sphere,norm,clean,tpe_gp_w,90,0.11317729841620137,0.19821670647956907,0.22945881124726125,0.24602022753667044
Sphere,norm,clean,tpe_gp_w,91,0.10915395861700329,0.1881168705211255,0.2245014406250358,0.2423903087466304
Sphere,norm,clean,tpe_gp_w,92,0.10807269234410388,0.1876246418381909,0.22295252613429462,0.24158821046243245
Sphere,norm,clean,tpe_gp_w,93,0.10787734380331886,0.18759074068640996,0.22250065160799223,0.2416005046297249
Sphere,norm,clean,tpe_gp_w,94,0.10728636846819727,0.18775019197491938,0.2210822523996498,0.24167955259412163
Sphere,norm,clean,tpe_gp_w,95,0.10674331527343185,0.18788064400938212,0.2193831680029897,0.24210398772098704
Sphere,norm,clean,tpe_gp_w,96,0.10516417646565847,0.18509076541184796,0.21791759035397226,0.24015848991858854
Sphere,norm,clean,tpe_gp_w,97,0.10487115328191321,0.1851418154374356,0.21653693194458815,0.2407964085818931
Sphere,norm,clean,tpe_gp_w,98,0.10386074344348936,0.1835866883232829,0.21440938365711168,0.24060207738767933
Sphere,norm,clean,tpe_gp_w,99,0.10160848919580202,0.17772476470162685,0.2123583170295497,0.23772344096487263
Sphere,norm,clean,tpe_gp_w,100,0.1011173963145859,0.17789521967273952,0.21098242134126502,0.23791556107065132
Sphere,norm,clean,tpe_gp_refine,1,12.56395966233037,9.58969959139316,3.215133022400945,1.4922732023987229
Sphere,norm,clean,tpe_gp_refine,2,8.063972649258998,6.2629957734778765,2.581118671493889,1.1839759511597445
Sphere,norm,clean,tpe_gp_refine,3,5.890699456248774,4.463065740331554,2.2230993510246138,0.9739243973341637
Sphere,norm,clean,tpe_gp_refine,4,5.011748054037448,4.206510062070805,2.0196493377892355,0.9657973940764958
Sphere,norm,clean,tpe_gp_refine,5,4.0351789728429495,3.3426842621763906,1.7961741726699076,0.8994094252766766
Sphere,norm,clean,tpe_gp_refine,6,3.5270987075727906,3.1143936466685394,1.6684325110002578,0.8622248336774837
Sphere,norm,clean,tpe_gp_refine,7,3.0797027835362694,2.7552916205237885,1.5669478371738237,0.7901754609658194
Sphere,norm,clean,tpe_gp_refine,8,2.5420876732609745,2.3893734894285017,1.4085220833129093,0.7470965225998818
Sphere,norm,clean,tpe_gp_refine,9,2.4364815133855733,2.362617812601474,1.3696989201194492,0.7486029532463706
Sphere,norm,clean,tpe_gp_refine,10,2.2829227328071813,2.159017942559749,1.3333394807582035,0.7107239702293887
Sphere,norm,clean,tpe_gp_refine,11,1.5383030644546754,1.6006670359890078,1.0694835519359756,0.6280987156435561
Sphere,norm,clean,tpe_gp_refine,12,0.8079469611348756,0.791483184851331,0.7571448577178015,0.484436399918881
Sphere,norm,clean,tpe_gp_refine,13,0.5921056089820691,0.7324431677410046,0.6078033512196709,0.47189055429008786
Sphere,norm,clean,tpe_gp_refine,14,0.37705219155159225,0.5686798633818191,0.44415462041855946,0.42400337818517164
Sphere,norm,clean,tpe_gp_refine,15,0.2662269676955917,0.49716464144989775,0.3376247389188869,0.39017496506765414
Sphere,norm,clean,tpe_gp_refine,16,0.19121713218405273,0.4427863117746752,0.25307377318541857,0.3566101477941255
Sphere,norm,clean,tpe_gp_refine,17,0.15461575860773671,0.37493565493299136,0.20549352379730393,0.33524344927992794
Sphere,norm,clean,tpe_gp_refine,18,0.11319291380734697,0.332683283989679,0.15980351598005316,0.29606713780451877
Sphere,norm,clean,tpe_gp_refine,19,0.08323963380971708,0.2778518469065124,0.12754902813553776,0.2587873243252012
Sphere,norm,clean,tpe_gp_refine,20,0.05483046982565679,0.21378468378412777,0.09438654687212612,0.21429337272816615
Sphere,norm,clean,tpe_gp_refine,21,0.03532680501470598,0.14818166336191022,0.06664902495859598,0.1757404691207305
Sphere,norm,clean,tpe_gp_refine,22,0.030049784526079613,0.14669533266043888,0.05033448575124485,0.1658801497173105
Sphere,norm,clean,tpe_gp_refine,23,0.014094803155876688,0.067955805182298,0.03337082429555439,0.11393503079260532
Sphere,norm,clean,tpe_gp_refine,24,0.013161596725980624,0.06366995568697771,0.03119709448061397,0.11040080625587961
Sphere,norm,clean,tpe_gp_refine,25,0.009125138167172248,0.048908183569301183,0.0259810803267378,0.09192454314397132
Sphere,norm,clean,tpe_gp_refine,26,0.002213860065943626,0.010750317741052931,0.015772484587369125,0.04432932207788463
Sphere,norm,clean,tpe_gp_refine,27,0.0015494878065958212,0.0096191335175097,0.012886791005364715,0.03719433322671442
Sphere,norm,clean,tpe_gp_refine,28,0.0007620208157024814,0.0046326842568394965,0.009211894358133677,0.02602233306291091
Sphere,norm,clean,tpe_gp_refine,29,0.00017905485784820696,0.000906319053892594,0.006133881562500575,0.011892449488033257
Sphere,norm,clean,tpe_gp_refine,30,0.00010485047894958129,0.0004009707494158581,0.00557358607523998,0.008589855482572002
Sphere,norm,clean,tpe_gp_refine,31,9.885337848316012e-05,0.0004010937126579537,0.005151547926730568,0.008503818697606276
Sphere,norm,clean,tpe_gp_refine,32,3.332584678444223e-05,0.00010427453758564425,0.003781519669321221,0.004361875258988839
Sphere,norm,clean,tpe_gp_refine,33,3.316776054655386e-05,0.00010432138021049707,0.003718785708018733,0.004397544019607929
Sphere,norm,clean,tpe_gp_refine,34,3.316776054655386e-05,0.00010432138021049707,0.003718785708018733,0.004397544019607929
Sphere,norm,clean,tpe_gp_refine,35,3.2708818836883667e-05,0.00010427042483257379,0.003684099353533662,0.004374497775765409
Sphere,norm,clean,tpe_gp_refine,36,3.268699511776041e-05,0.00010427683030971386,0.003676490009007109,0.004378403399805837
Sphere,norm,clean,tpe_gp_refine,37,2.2037246743485367e-05,4.193358093748775e-05,0.0034142603577510034,0.0032218120604677364
Sphere,norm,clean,tpe_gp_refine,38,2.2035433625069277e-05,4.1934460579263824e-05,0.003413563329392403,0.0032222692347624723
Sphere,norm,clean,tpe_gp_refine,39,1.8722916336843902e-05,3.49088941988073e-05,0.0031912159977812737,0.002922166455277449
Sphere,norm,clean,tpe_gp_refine,40,1.5868236137078656e-05,3.250621471372457e-05,0.002917811144016043,0.0027119392074555137
Sphere,norm,clean,tpe_gp_refine,41,1.5443008366081666e-05,3.255880158012065e-05,0.0028434606856545227,0.002712515381563537
Sphere,norm,clean,tpe_gp_refine,42,1.5119766759881664e-05,3.0939006613166384e-05,0.002831218250224214,0.0026653273681630564
Sphere,norm,clean,tpe_gp_refine,43,1.5119766759881664e-05,3.0939006613166384e-05,0.002831218250224214,0.0026653273681630564
Sphere,norm,clean,tpe_gp_refine,44,1.364736331052069e-05,2.8607150584269398e-05,0.002704068116960705,0.0025170178643301832
Sphere,norm,clean,tpe_gp_refine,45,1.362314849926988e-05,2.8617893236943166e-05,0.002690789765504199,0.002526420182219842
Sphere,norm,clean,tpe_gp_refine,46,1.3442791478511246e-05,2.8611994203250015e-05,0.0026667815227328375,0.0025161613200512358
Sphere,norm,clean,tpe_gp_refine,47,1.1072504226355383e-05,1.882273524181983e-05,0.0025499323824177654,0.002137837475453324
Sphere,norm,clean,tpe_gp_refine,48,1.0509919265997303e-05,1.8892141082276583e-05,0.002426603020681848,0.002149771393896345
Sphere,norm,clean,tpe_gp_refine,49,1.0236835969390611e-05,1.894619003583134e-05,0.0023624485321859664,0.002157700837039969
Sphere,norm,clean,tpe_gp_refine,50,1.0236835969390611e-05,1.894619003583134e-05,0.0023624485321859664,0.002157700837039969
Sphere,norm,clean,tpe_gp_refine,51,9.158609156303392e-06,1.7936382579188438e-05,0.0022178744300735487,0.00205903913725051
Sphere,norm,clean,tpe_gp_refine,52,6.825513319959755e-06,1.0717540155425502e-05,0.0019792128138726483,0.0017053533233210264
Sphere,norm,clean,tpe_gp_refine,53,6.825513319959755e-06,1.0717540155425502e-05,0.0019792128138726483,0.0017053533233210264
Sphere,norm,clean,tpe_gp_refine,54,6.519163702503131e-06,1.0731100892121141e-05,0.0018864866207465212,0.0017205615165542623
Sphere,norm,clean,tpe_gp_refine,55,6.189019206140774e-06,1.0276320011011543e-05,0.0018495479813943148,0.0016637882890142572
Sphere,norm,clean,tpe_gp_refine,56,5.940355199827484e-06,1.0267711266945474e-05,0.0017795135624475225,0.0016654388853671015
Sphere,norm,clean,tpe_gp_refine,57,5.937040592280314e-06,1.0266843759213292e-05,0.0017789492683465658,0.0016650465738019258
Sphere,norm,clean,tpe_gp_refine,58,5.459993639259424e-06,1.0130519209564187e-05,0.0016753837196088212,0.001628828729894317
Sphere,norm,clean,tpe_gp_refine,59,5.458556247028209e-06,1.0131265389084412e-05,0.0016737705914154158,0.0016300454761573671
Sphere,norm,clean,tpe_gp_refine,60,5.334054406672237e-06,1.0161961013679025e-05,0.001630639501757923,0.0016355638850191418
Sphere,norm,clean,tpe_gp_refine,61,5.183444793905701e-06,1.0169087059994898e-05,0.0015923075583065486,0.0016272680890577122
Sphere,norm,clean,tpe_gp_refine,62,5.13068230391004e-06,1.0182483556677005e-05,0.0015752484019336064,0.0016276592936224886
Sphere,norm,clean,tpe_gp_refine,63,4.946000861253536e-06,9.397004234099877e-06,0.0015516355036629872,0.0015932445276937385
Sphere,norm,clean,tpe_gp_refine,64,4.946000861253536e-06,9.397004234099877e-06,0.0015516355036629872,0.0015932445276937385
Sphere,norm,clean,tpe_gp_refine,65,4.668734549811817e-06,9.321697782204943e-06,0.0014885516840995186,0.001566189143614622
Sphere,norm,clean,tpe_gp_refine,66,4.583010771063195e-06,9.331293895316767e-06,0.0014622273180728178,0.001563618253073546
Sphere,norm,clean,tpe_gp_refine,67,4.263702242156154e-06,9.14122672272264e-06,0.0014054472198275522,0.0015127525754184512
Sphere,norm,clean,tpe_gp_refine,68,3.282223620056318e-06,5.603815656394032e-06,0.0013139729982626102,0.0012472764648998572
Sphere,norm,clean,tpe_gp_refine,69,2.9202252465363924e-06,5.219465443388578e-06,0.001243441373310074,0.0011722110721526008
Sphere,norm,clean,tpe_gp_refine,70,2.5266075202669994e-06,4.301189166308166e-06,0.001186081170688531,0.0010582149955491668
Sphere,norm,clean,tpe_gp_refine,71,2.5256415941146005e-06,4.301723508750575e-06,0.0011848154322429243,0.001059176088114537
Sphere,norm,clean,tpe_gp_refine,72,2.5256415941146005e-06,4.301723508750575e-06,0.0011848154322429243,0.001059176088114537
Sphere,norm,clean,tpe_gp_refine,73,2.085820095811925e-06,3.2348494729639547e-06,0.0011149835402620217,0.0009179497811736183
Sphere,norm,clean,tpe_gp_refine,74,2.0467619170690474e-06,3.227919125747362e-06,0.0011027444291411084,0.0009114365809354476
Sphere,norm,clean,tpe_gp_refine,75,1.9402832191646425e-06,3.2063053024336708e-06,0.0010681946527985866,0.0008940041403132033
Sphere,norm,clean,tpe_gp_refine,76,1.468067676347505e-06,1.8065858214135752e-06,0.000980080000199803,0.0007123979713305331
Sphere,norm,clean,tpe_gp_refine,77,1.3329759498731223e-06,1.6880179705962673e-06,0.0009384634055301785,0.0006725045623293734
Sphere,norm,clean,tpe_gp_refine,78,1.3102884280685192e-06,1.6995907986575107e-06,0.000915937563006585,0.000686547018595287
Sphere,norm,clean,tpe_gp_refine,79,1.267243716600786e-06,1.7151172933058143e-06,0.0008829309058456182,0.0006983385512080955
Sphere,norm,clean,tpe_gp_refine,80,1.2625895072341143e-06,1.7149048320115762e-06,0.0008809211042690516,0.0006975439163862795
Sphere,norm,clean,tpe_gp_refine,81,1.2069620923048418e-06,1.614270088996127e-06,0.0008650288997911265,0.0006772644201720589
Sphere,norm,clean,tpe_gp_refine,82,1.1369896630014126e-06,1.561663011909054e-06,0.0008367017289394041,0.0006609991526403227
Sphere,norm,clean,tpe_gp_refine,83,1.1369896630014126e-06,1.561663011909054e-06,0.0008367017289394041,0.0006609991526403227
Sphere,norm,clean,tpe_gp_refine,84,1.11191130773993e-06,1.5696248672633979e-06,0.0008147179967125701,0.0006694369974632315
Sphere,norm,clean,tpe_gp_refine,85,1.1000325971454964e-06,1.572785849873795e-06,0.0008073746128841903,0.0006694615983128536
Sphere,norm,clean,tpe_gp_refine,86,1.0266521117651836e-06,1.5558246464750265e-06,0.0007676101750588954,0.0006613824392219947
Sphere,norm,clean,tpe_gp_refine,87,9.641856812141313e-07,1.262163452953869e-06,0.0007562344774226834,0.0006263346520602004
Sphere,norm,clean,tpe_gp_refine,88,9.489821774236862e-07,1.2348406332315171e-06,0.0007519776402321403,0.0006192833002871851
Sphere,norm,clean,tpe_gp_refine,89,8.275556161793012e-07,1.2039804012538623e-06,0.0006848446807799387,0.0005987849191376859
Sphere,norm,clean,tpe_gp_refine,90,6.504398711761652e-07,8.737444454162854e-07,0.0006151848104499888,0.0005215242277859933
Sphere,norm,clean,tpe_gp_refine,91,5.946993013125569e-07,8.228743569028482e-07,0.0005829152809022711,0.0005048852113136045
Sphere,norm,clean,tpe_gp_refine,92,5.82031388940513e-07,8.17905533760743e-07,0.0005761698283220872,0.000500059714306011
Sphere,norm,clean,tpe_gp_refine,93,5.391371049498219e-07,8.072825130624787e-07,0.0005399699966116819,0.0004975635715252896
Sphere,norm,clean,tpe_gp_refine,94,5.319083831200158e-07,8.091846826034238e-07,0.000533288514694935,0.0004975055207879465
Sphere,norm,clean,tpe_gp_refine,95,5.187557260789492e-07,8.017198620736697e-07,0.0005264909849360325,0.0004914905582613317
Sphere,norm,clean,tpe_gp_refine,96,5.187557260789492e-07,8.017198620736697e-07,0.0005264909849360325,0.0004914905582613317
Sphere,norm,clean,tpe_gp_refine,97,4.4647454218690233e-07,6.543495756657618e-07,0.0004988968233731648,0.00044449578379897765
Sphere,norm,clean,tpe_gp_refine,98,4.225675592350967e-07,6.225850975821279e-07,0.0004880253632641301,0.0004294168185411588
Sphere,norm,clean,tpe_gp_refine,99,4.024059781758686e-07,6.194683218843234e-07,0.0004692348622015328,0.0004268777603372856
Sphere,norm,clean,tpe_gp_refine,100,4.024059781758686e-07,6.194683218843234e-07,0.0004692348622015328,0.0004268777603372856
Sphere,norm,clean,optuna,1,17.218062797589266,9.774978750108122,3.9521915443897626,1.2642170676127333
Sphere,norm,clean,optuna,2,11.593426549183755,6.926543420415563,3.2351002959741617,1.0618628085452708
Sphere,norm,clean,optuna,3,8.225875361216534,6.013469009249533,2.6513064604124303,1.0938233011743
Sphere,norm,clean,optuna,4,5.538969565190922,4.279153771507686,2.16777253880716,0.916368804131002
Sphere,norm,clean,optuna,5,4.4121583746280955,3.6167098694589055,1.92195267310733,0.8475000277071884
Sphere,norm,clean,optuna,6,4.180251333830539,3.283432787956272,1.8830569389159582,0.796459602635941
Sphere,norm,clean,optuna,7,3.7728117174325746,2.4755281048706026,1.809129292705115,0.7070098441385841
Sphere,norm,clean,optuna,8,3.5980692012967537,2.4543994101180435,1.7574671970210023,0.7137073999139251
Sphere,norm,clean,optuna,9,3.256444940096441,2.4020995126185536,1.6589460083398453,0.7101711635301279
Sphere,norm,clean,optuna,10,2.9143959261010735,2.284692567141495,1.5617619683097264,0.6894167683211685
Sphere,norm,clean,optuna,11,2.5726690501878,2.2426820417483064,1.4422122498863772,0.701920847721076
Sphere,norm,clean,optuna,12,1.5598300919458286,1.4269545824333971,1.1244297288718768,0.5435879659953362
Sphere,norm,clean,optuna,13,1.2559569896110363,1.1209281208283364,1.0094124386892087,0.486871151569428
Sphere,norm,clean,optuna,14,1.1177425884634757,0.994235280968821,0.9513888720975205,0.46108762997122754
Sphere,norm,clean,optuna,15,1.0069122764635885,0.9228830295075138,0.9057473581125376,0.43189582046570824
Sphere,norm,clean,optuna,16,0.9206905227178853,0.8242839460403066,0.8699082267568932,0.4049076434676963
Sphere,norm,clean,optuna,17,0.8060860147519313,0.6792391531044227,0.824349992627749,0.3557149201348766
Sphere,norm,clean,optuna,18,0.7860042412106693,0.6851516035496379,0.8100724832036645,0.36025936929789615
Sphere,norm,clean,optuna,19,0.7490726495316161,0.6746754333727238,0.7868987816975235,0.3603650328411032
Sphere,norm,clean,optuna,20,0.7197362073430189,0.6735516345415876,0.7639025558739608,0.36903806371734743
Sphere,norm,clean,optuna,21,0.6971225505908204,0.649071853577503,0.7543300849970761,0.3579227199537971
Sphere,norm,clean,optuna,22,0.6582576719988965,0.65048641463272,0.7290406658861667,0.3560300260977313
Sphere,norm,clean,optuna,23,0.4901581033355686,0.4349668536079107,0.6304992551996265,0.3043497864764894
Sphere,norm,clean,optuna,24,0.43944800475997153,0.42542684340154896,0.585246792531311,0.311342571120276
Sphere,norm,clean,optuna,25,0.40639823535160274,0.4188636498354502,0.559135600594827,0.3062117167893234
Sphere,norm,clean,optuna,26,0.40485868054425067,0.4166876742155484,0.5583641752832912,0.30510347147232
Sphere,norm,clean,optuna,27,0.36023878671311593,0.3185177868958875,0.5327144532529483,0.2765033417673794
Sphere,norm,clean,optuna,28,0.3446110374773829,0.3168446344054098,0.5176200936727631,0.2769123978870986
Sphere,norm,clean,optuna,29,0.3446110374773829,0.3168446344054098,0.5176200936727631,0.2769123978870986
Sphere,norm,clean,optuna,30,0.3320626404873556,0.30904520328394836,0.5067432275637911,0.27436096990203873
Sphere,norm,clean,optuna,31,0.3145740607614493,0.29064434513546583,0.4952932915105825,0.26317031775271
Sphere,norm,clean,optuna,32,0.30317104474452866,0.28010364116819514,0.4866717407817569,0.2575299234438263
Sphere,norm,clean,optuna,33,0.23124156002801666,0.23449082865798418,0.41435907773566333,0.2440248239955663
Sphere,norm,clean,optuna,34,0.21349817340649213,0.24033265027884662,0.3879921334769445,0.2509188669002413
Sphere,norm,clean,optuna,35,0.2093110522887839,0.23990377803011628,0.38264877463676716,0.25078071608033264
Sphere,norm,clean,optuna,36,0.1632936587091365,0.16695718628159695,0.3442800864322599,0.211577127297192
Sphere,norm,clean,optuna,37,0.15654595630762336,0.16040637481685288,0.33806498643228666,0.20556755886122027
Sphere,norm,clean,optuna,38,0.15646362804181077,0.16047796489176172,0.3377485895802112,0.20588714937651847
Sphere,norm,clean,optuna,39,0.1544545606984303,0.15762820206230366,0.33611774512727693,0.2036649751650618
Sphere,norm,clean,optuna,40,0.1499080734343666,0.1547409254675091,0.33145593975772786,0.20011255191438665
Sphere,norm,clean,optuna,41,0.14863867865672542,0.15412921585496042,0.33011057430035096,0.1991624648165861
Sphere,norm,clean,optuna,42,0.14805788909354453,0.1544575947812428,0.32834829381328534,0.2006122803904312
Sphere,norm,clean,optuna,43,0.1357275494674883,0.14780142544441974,0.3133447305687087,0.1937592044066853
Sphere,norm,clean,optuna,44,0.11922749392790218,0.1309941249532127,0.2938359956765469,0.1813502180111027
Sphere,norm,clean,optuna,45,0.11922749392790218,0.1309941249532127,0.2938359956765469,0.1813502180111027
Sphere,norm,clean,optuna,46,0.11847925324079732,0.13016077985863714,0.29310779763914074,0.18046349271786197
Sphere,norm,clean,optuna,47,0.11847925324079732,0.13016077985863714,0.29310779763914074,0.18046349271786197
Sphere,norm,clean,optuna,48,0.1137996886285806,0.11777923928242873,0.2895655436638394,0.17306497205167112
Sphere,norm,clean,optuna,49,0.11358533625496443,0.11739988188975262,0.2893766054037636,0.1727614439044746
Sphere,norm,clean,optuna,50,0.1111965677766467,0.11442544490070133,0.2870029859951913,0.16978178290526552
Sphere,norm,clean,optuna,51,0.10529689777100511,0.10247250417342939,0.2817087692060623,0.16104989016888718
Sphere,norm,clean,optuna,52,0.1029955913158507,0.10031197468537324,0.27910368398725,0.15841945871829008
Sphere,norm,clean,optuna,53,0.10023599410709545,0.10093868396950102,0.27242375450896256,0.1613111654112509
Sphere,norm,clean,optuna,54,0.08756868140762675,0.09753179062903725,0.2513913186513713,0.1561124156316576
Sphere,norm,clean,optuna,55,0.0779799601301917,0.08987629620485565,0.23746337459739597,0.1469391229557619
Sphere,norm,clean,optuna,56,0.07276760228234885,0.08841463912793805,0.2288020970673292,0.14288877723579738
Sphere,norm,clean,optuna,57,0.07226148818698384,0.08804196973303678,0.2281188782954789,0.14220852840879958
Sphere,norm,clean,optuna,58,0.07053406630398457,0.08735050481302066,0.22541352797367722,0.14043791407751977
Sphere,norm,clean,optuna,59,0.07046112626020111,0.08733071822598983,0.22529469075768482,0.14036890174322905
Sphere,norm,clean,optuna,60,0.06301646671157729,0.0719579784414562,0.2166063600186819,0.1268784911284591
Sphere,norm,clean,optuna,61,0.06301646671157729,0.0719579784414562,0.2166063600186819,0.1268784911284591
Sphere,norm,clean,optuna,62,0.057920889293954135,0.07110515374181679,0.20660365306041872,0.12343346319391788
Sphere,norm,clean,optuna,63,0.05527950522148853,0.06996114390078717,0.2005603783773405,0.12269898062586562
Sphere,norm,clean,optuna,64,0.05387184513858795,0.06877381544405652,0.19767626372444577,0.12163856254712702
Sphere,norm,clean,optuna,65,0.05201031100485031,0.06665612265374193,0.19505063542515766,0.1181759731294503
Sphere,norm,clean,optuna,66,0.047536306676992365,0.06319088231009065,0.18682280991446082,0.1123990407995442
Sphere,norm,clean,optuna,67,0.047536306676992365,0.06319088231009065,0.18682280991446082,0.1123990407995442
Sphere,norm,clean,optuna,68,0.04651164121851601,0.06278910368815913,0.1848774253301727,0.11104944314044278
Sphere,norm,clean,optuna,69,0.04651164121851601,0.06278910368815913,0.1848774253301727,0.11104944314044278
Sphere,norm,clean,optuna,70,0.04546704304683482,0.06204427494560658,0.18309351585725533,0.10928772802956341
Sphere,norm,clean,optuna,71,0.04546704304683482,0.06204427494560658,0.18309351585725533,0.10928772802956341
Sphere,norm,clean,optuna,72,0.0400259675953364,0.047613320605072985,0.1756885928688252,0.0957052032603692
Sphere,norm,clean,optuna,73,0.03805760804513219,0.04709585556059105,0.17068041641604773,0.0944764706007625
Sphere,norm,clean,optuna,74,0.03527008212745898,0.04524025343211563,0.16474523979032474,0.09016145569969129
Sphere,norm,clean,optuna,75,0.034838515878244034,0.04513554483477757,0.1637322590402849,0.08961173599372507
Sphere,norm,clean,optuna,76,0.03394485409873323,0.045448972952915674,0.15995647563631624,0.09142636381669023
